canonical	inspection_scope	schema_discovery_status	research_callable	contract_status	panel_params	unknown_parameters	unresolved_reason	numerical_evidence_status	production_callable
candle_body_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_close_location	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_close_strength	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_direction	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_gap	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_gap_atr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_gap_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_inside_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_lower_shadow	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_lower_shadow_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_lower_shadow_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_overlap_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_pattern_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_range	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_range_atr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_range_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_range_percentile	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_range_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_rejection_lower	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_rejection_upper	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_upper_shadow	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_upper_shadow_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_upper_shadow_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candle_wick_balance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
candlestick_pattern	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
capital_change_age	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		change_date	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
capital_change_magnitude	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cash_flow_lifecycle_stage	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	operating,investing,financing			UNVERIFIED_NO_TRUSTED_PASS	false
category_age	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		state	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
category_age_lower_bound	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		state	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
category_frequency	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		state	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
category_transition_rate	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		state	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
category_transition_surprise	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		state	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cbrt	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_dark_cloud_cover	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_doji	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_dragonfly_doji	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_engulfing	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_evening_star	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_gravestone_doji	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_hammer	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_hanging_man	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_harami	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_harami_cross	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_inside_bar	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_inverted_hammer	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_marubozu	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_morning_star	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_outside_bar	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_piercing	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_shooting_star	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_spinning_top	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cdl_three_black_crows	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_three_white_soldiers	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_tweezer_bottom	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
cdl_tweezer_top	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	open,high,low,close			UNVERIFIED_NO_TRUSTED_PASS	false
ceil	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
chikou_distance_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
choppiness_index	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
circulating_cap_ratio_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		circulating_capital,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
circulating_cap_unlock_proxy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		circulating_capital,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
clip	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
coalesce	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x,y	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
composition_aitchison_distance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5,y6	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
composition_clr_component	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		target,x1,x2,x3,x4,x5,x6,x7	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
composition_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,x5,x6,x7,x8	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
composition_ilr_balance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5,y6	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
composition_js_divergence	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5,y6	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
composition_normalized_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x1,x2,x3,x4,x5,x6,x7,x8	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
consolidation_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
consolidation_range_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
constant	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		c	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
corwin_schultz_spread	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cos	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cos_phase	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cosh	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
coskewness_to_market	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret,benchmark_ret	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cot	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cross_event	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,y	direction	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_monthly_lag_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_month,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_seasonal_relative_rank	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_seasonal_residual_smoothness	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_week_cycle_phase	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_weekday_anomaly	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_weekday_effect_strength	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_weekday_lag_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_weekday_lag_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs1_weekly_harmonic_power	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lag_week,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_actual_lof_score	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		f1,f2,f3,f4,k	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_autoencoder_reconstruction_error	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		f1,f2,f3,f4	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_bucket	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	ascending,buckets	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_bucket_fixed	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,breaks			UNVERIFIED_NO_TRUSTED_PASS	false
cs_bucket_historical	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,quantiles,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_count	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cs_coverage_ratio	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cs_demean	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cs_empirical_bayes_shrinkage	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	estimate,std_err	shrinkage_factor	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_factor_bucket_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	factor,ret	ascending,n_buckets	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
cs_fill_mean	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
cs_fill_median	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
