canonical,aliases,source,backends,surface,lifecycle,role,public_loaded,raw_registry_callable,pit_safe,production_certified,allow_in_production,state_model,chunking,legacy_seed_fallback,final_disposition
ts_level_shift_score,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_leverage_effect,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_line_convergence,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_line_parallelism,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_lo_mackinlay_vr,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_lo_mackinlay_z,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_local_lyapunov_exponent,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_location_shift,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_log_return,['ts_log_return'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_lower_partial_moment,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_lower_tail_coexceedance_probability,['ts_lower_tail_coexceedance_probability'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_lz_complexity,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_mad,['ts_mad'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_market_liquidity_beta,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_committor,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_entropy_production,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_markov_mean_first_passage_time,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_persistence,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_spectral_gap,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_state_entropy,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_stationary_surprisal,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_markov_transition_surprisal,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mass_concentration,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_matrix_profile_discord_score,['ts_matrix_profile_discord_score'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_matrix_profile_motif_age,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_matrix_profile_motif_frequency,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_matrix_profile_neighbor_dispersion,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_matrix_profile_novelty,['ts_matrix_profile_novelty'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_max,"['ts_max', 'ts_max', 'ts_max', 'ts_max']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_max_buildup,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_max_chord_excursion,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_max_drawdown,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_max_drawdown_activity_cost,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_max_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mean,"['ts_mean', 'ts_mean', 'ts_mean', 'ts_mean', 'ts_mean', 'ts_mean', 'ts_mean', 'ts_mean', 'ts_mean']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mean_abs_deviation,"['ts_mean_abs_deviation', 'ts_mean_abs_deviation', 'ts_mean_abs_deviation']",,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mean_excess_slope,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mean_if,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mean_reversion_half_life,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_mean_reversion_ou_approx_half_life,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_median,"['ts_median', 'ts_median', 'ts_median']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_median_abs_deviation,['ts_median_abs_deviation'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_min,"['ts_min', 'ts_min', 'ts_min', 'ts_min']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_min_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mmd_rbf_shift,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_modwt_band_corr,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_moment,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_monotonicity,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_motif_recurrence_count,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multi_regression_adjusted_r2_prior,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multi_regression_coeff,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multi_regression_coeff_prior,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multi_regression_coeff_stability,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multi_regression_forecast_error,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multi_regression_forecast_error_z,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multi_regression_r2,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multi_regression_r2_prior,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multi_regression_resid,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multi_regression_resid_z,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multifractal_asymmetry,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multifractal_curvature,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multifractal_spectrum_width,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multiscale_entropy_slope,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multiscale_permutation_entropy_slope,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_multiscale_trend_consensus,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multiscale_trend_curvature,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_multiscale_trend_dispersion,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_mutual_information,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_nearest_structural_level_distance,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_negative_ratio,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_new_high,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_new_low,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_nth_pivot_high,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_nth_pivot_high_age,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_nth_pivot_low,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_nth_pivot_low_age,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_nth_value,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_opening_mispricing_score,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ordinal_irreversibility,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_overnight_intraday_cov,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_overnight_intraday_sign_agreement,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_overnight_intraday_spread,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_partial_corr,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pastor_stambaugh_liquidity_gamma,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_path_efficiency,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_path_leadlag_area,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_path_signature_area,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_path_signature_depth2_norm,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_pattern_symmetry,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pct,"['ts_pct', 'ts_pct', 'ts_pct', 'ts_pct', 'ts_pct']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_permutation_entropy,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_permutation_transition_entropy,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_persistence_birth_dispersion,['ts_persistence_birth_dispersion'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_persistence_diagram_shift,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_persistence_entropy_h0,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_persistence_entropy_h1,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pettitt_change_score,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pickands_tail_index,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pivot_high_age,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pivot_high_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pivot_high_spacing,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pivot_low_age,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pivot_low_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pivot_low_spacing,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_poly2_coeff,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_poly2_forecast_error,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_poly2_forecast_error_z,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_poly2_prior_coeff,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_poly2_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_positive_ratio,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_prev_high,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_prev_low,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_price_delay,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_product,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_pseudocount_sample_entropy,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_qn_scale,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile,"['ts_quantile', 'ts_quantile', 'ts_quantile', 'ts_quantile']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_beta_spread,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_crossing_spectral_concentration,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_quantile_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_kurtosis,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_range,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_regression_beta,[],,"['pandas_numpy', 'polars']",research,experimental,research,True,True,False,False,False,stateless,independent,False,MOVE_RESEARCH_ISOLATED
ts_quantile_regression_coeff,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_quantile_regression_coeff_prior,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_quantile_regression_resid,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_quantile_regression_slope,[],,"['pandas_numpy', 'polars']",daily,production,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_quantile_skew,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_transport_curvature,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantile_transport_slope,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_quantilogram,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_range_expansion,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_rank,"['ts_rank', 'ts_rank']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_rank_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_ratio,['ts_ratio'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_realized_quarticity,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recovery_fraction,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_determinism,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_diagonal_entropy,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_divergence,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_laminarity,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_longest_vertical_length,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_mean_diagonal_length,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_rate,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_recurrence_trapping_time,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regime_duration,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
ts_regression_forecast_error,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_forecast_error_z,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_in_sample_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_intercept,['ts_regression_intercept'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_r2,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_resid,['ts_regression_resid'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_resid_if,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_resid_mean,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_slope,"['ts_regression_slope', 'ts_regression_slope']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
ts_regression_tstat,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
